price,area_m2,bedrooms,bathrooms,parking_spaces,property_type,neighborhood,zona,city,state,lat,lon,score_residencial,score_comercial,ndvi_mean_90,ndbi_mean_90
128000.0,938.0,0,0,0,terreno,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.249728,-45.967359,0.5222,0.348,0.4848,-0.2128
280000.0,197.0,2,1,2,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.205898,-45.944016,0.4359,0.1341,0.2293,0.0687
186000.0,58.0,1,1,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.221668,-45.973391,0.4972,0.4053,0.4704,0.0747
531000.0,140.0,2,1,0,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.209539,-45.974187,0.2638,0.2331,0.2121,0.0071
345000.0,174.0,4,3,2,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.217627,-45.960655,0.3057,0.2714,0.4338,-0.1894
760000.0,308.0,0,1,2,comercial,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.243357,-45.95319,0.3919,0.3798,0.5284,-0.1445
240000.0,849.0,0,0,0,terreno,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.213256,-45.932245,0.3846,0.3184,0.1977,-0.2031
300000.0,154.0,3,2,1,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.252948,-45.965365,0.3317,0.2947,0.2768,-0.2374
412000.0,109.0,3,2,1,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.219073,-45.956904,0.4934,0.5159,0.465,-0.0578
422000.0,139.0,4,3,2,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.250284,-45.965852,0.4644,0.2867,0.4699,-0.1399
250000.0,53.0,3,3,2,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.231543,-45.943322,0.8377,0.7568,0.4471,-0.2449
398000.0,216.0,2,1,0,casa,Centro,ZMC,Pouso Alegre,MG,-22.232717,-45.935898,0.747,0.6585,0.4588,-0.1412
497000.0,263.0,3,2,1,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.241658,-45.958442,0.3836,0.4323,0.4845,0.0962
1061000.0,335.0,0,1,0,comercial,Centro,ZMC,Pouso Alegre,MG,-22.222725,-45.947343,0.3979,0.3176,0.3235,-0.0857
703000.0,148.0,2,1,0,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.226971,-45.945933,0.5715,0.4976,0.2475,0.0453
731000.0,234.0,4,3,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.211687,-45.940075,0.683,0.4225,0.343,0.019
274000.0,504.0,0,0,0,terreno,Centro,ZMC,Pouso Alegre,MG,-22.234444,-45.948353,0.4154,0.4203,0.5169,-0.0292
202000.0,71.0,1,1,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.257241,-45.96534,0.3916,0.461,0.2612,-0.0039
450000.0,196.0,4,3,2,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.215782,-45.971469,0.4812,0.3014,0.4967,-0.2101
590000.0,181.0,3,2,2,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.235894,-45.963259,0.3586,0.4875,0.1664,0.0221
777000.0,248.0,0,1,1,comercial,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.213138,-45.973183,0.2009,0.2742,0.5199,0.0379
478000.0,84.0,1,1,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.239033,-45.946413,0.4072,0.5438,0.4703,-0.2329
383000.0,142.0,3,3,0,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.217058,-45.935187,0.421,0.6037,0.2451,0.0485
316000.0,125.0,2,1,1,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.250567,-45.952102,0.4784,0.4925,0.2868,0.0012
243000.0,125.0,3,2,0,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.244178,-45.956952,0.3117,0.1413,0.3488,-0.203
217000.0,64.0,1,1,2,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.24846,-45.952088,0.6623,0.2646,0.3663,-0.1504
565000.0,146.0,3,2,1,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.243638,-45.958569,0.2326,0.4456,0.2465,-0.1371
650000.0,122.0,2,1,2,casa,Centro,ZMC,Pouso Alegre,MG,-22.226875,-45.941741,0.8867,0.7119,0.4198,0.0351
381000.0,100.0,2,1,0,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.23343,-45.941229,0.3303,0.204,0.1643,0.0859
308000.0,69.0,3,2,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.235154,-45.948285,0.4346,0.3963,0.1742,-0.0056
150000.0,110.0,3,2,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.25006,-45.966053,0.3192,0.3891,0.3458,-0.1334
599000.0,196.0,2,2,1,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.234614,-45.940694,0.3316,0.4995,0.2823,0.0756
230000.0,102.0,2,1,1,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.239209,-45.948111,0.5273,0.2678,0.1625,-0.2113
307000.0,110.0,3,2,2,casa,Centro,ZMC,Pouso Alegre,MG,-22.221012,-45.945419,0.4653,0.7972,0.4592,0.0494
540000.0,273.0,3,2,2,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.205725,-45.966802,0.3529,0.252,0.3903,-0.1743
371000.0,143.0,1,1,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.231399,-45.963591,0.6852,0.4571,0.4454,-0.139
196000.0,55.0,3,3,0,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.215256,-45.942399,0.306,0.6266,0.5472,-0.0454
282000.0,615.0,0,0,0,terreno,Bela Vista,ZM,Pouso Alegre,MG,-22.22373,-45.966252,0.717,0.18,0.2679,-0.0177
151000.0,94.0,2,1,2,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.255418,-45.963277,0.3677,0.3811,0.421,0.004
214000.0,100.0,0,1,2,comercial,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.212889,-45.968736,0.5445,0.2832,0.3132,-0.2171
372000.0,121.0,2,2,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.230583,-45.969309,0.5407,0.5798,0.5013,-0.1173
404000.0,177.0,4,3,2,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.223764,-45.964472,0.6658,0.1828,0.1899,-0.1785
1117000.0,494.0,0,1,1,comercial,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.249345,-45.963173,0.3113,0.3251,0.3935,-0.0467
547000.0,265.0,2,1,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.24993,-45.963317,0.5064,0.1971,0.4238,-0.1312
362000.0,101.0,3,3,3,casa_condominio,Bela Vista,ZM,Pouso Alegre,MG,-22.226711,-45.962035,0.28,0.436,0.3374,-0.1592
766000.0,271.0,4,3,1,casa,Centro,ZMC,Pouso Alegre,MG,-22.231105,-45.948517,0.94,0.8385,0.5007,0.0656
439000.0,154.0,2,1,2,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.24852,-45.956165,0.3485,0.2282,0.3669,-0.1921
270000.0,574.0,0,0,0,terreno,São Geraldo,ZM2,Pouso Alegre,MG,-22.247678,-45.950052,0.3258,0.609,0.454,0.0203
142000.0,67.0,3,3,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.253759,-45.963015,0.4189,0.4144,0.3299,-0.1642
332000.0,144.0,2,2,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.254335,-45.964404,0.3404,0.2994,0.4609,-0.0688
585000.0,241.0,3,2,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.209173,-45.933763,0.348,0.2917,0.2154,-0.056
354000.0,85.0,1,1,2,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.213998,-45.958553,0.8012,0.6221,0.3628,-0.1845
626000.0,223.0,4,3,0,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.213561,-45.963147,0.4886,0.4438,0.4678,-0.0321
119000.0,411.0,0,0,0,terreno,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.210178,-45.976824,0.3707,0.176,0.2624,-0.2283
388000.0,93.0,3,2,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.240208,-45.934477,0.5466,0.7358,0.414,-0.0401
135000.0,81.0,1,1,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.248345,-45.966513,0.5037,0.241,0.414,-0.1441
428000.0,146.0,3,2,2,casa,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.209346,-45.965881,0.3505,0.3013,0.4088,-0.1302
483000.0,139.0,1,1,2,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.248106,-45.971174,0.4727,0.1982,0.2291,0.0224
438000.0,120.0,3,2,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.22342,-45.969951,0.7171,0.4653,0.3668,-0.0045
458000.0,76.0,2,1,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.222502,-45.957574,0.5922,0.4153,0.31,0.0563
462000.0,1135.0,0,0,0,terreno,Bela Vista,ZM,Pouso Alegre,MG,-22.216507,-45.95949,0.7593,0.6804,0.2836,-0.1645
1390000.0,426.0,0,1,0,comercial,São Geraldo,ZM2,Pouso Alegre,MG,-22.227774,-45.958887,0.366,0.2757,0.2461,-0.0243
469000.0,139.0,3,2,0,casa,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.208222,-45.945301,0.5073,0.1739,0.2845,0.0291
910000.0,213.0,2,2,1,casa_condominio,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.213866,-45.935405,0.75,0.1962,0.3979,0.0765
518000.0,110.0,3,2,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.246991,-45.959718,0.4942,0.3941,0.2205,-0.1018
916000.0,210.0,2,1,2,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.207104,-45.939527,0.4798,0.3809,0.5407,-0.1386
231000.0,71.0,4,3,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.218973,-45.935482,0.6567,0.4155,0.2786,0.0121
495000.0,147.0,2,2,2,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.219943,-45.939748,0.6428,0.1781,0.1502,-0.0973
493000.0,224.0,4,3,1,casa,Centro,ZMC,Pouso Alegre,MG,-22.234471,-45.949315,0.5564,0.6796,0.4777,-0.2175
496000.0,79.0,3,2,1,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.231598,-45.970008,0.3207,0.2175,0.2334,0.013
329000.0,61.0,1,1,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.242807,-45.948511,0.7006,0.5755,0.3072,0.0563
316000.0,114.0,1,1,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.244926,-45.956304,0.238,0.1741,0.4814,-0.0013
557000.0,192.0,3,2,0,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.233001,-45.97581,0.4986,0.3156,0.3041,-0.1553
346000.0,184.0,4,3,0,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236581,-45.938173,0.5449,0.4585,0.2188,0.0616
350000.0,152.0,2,1,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.202575,-45.975291,0.257,0.1783,0.2328,-0.102
83000.0,380.0,0,0,0,terreno,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.238592,-45.963512,0.4826,0.4424,0.3942,-0.1781
473000.0,130.0,1,1,0,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.233375,-45.952222,0.7109,0.1715,0.4779,-0.0659
416000.0,88.0,2,2,0,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.220614,-45.947921,0.438,0.3667,0.3475,0.0898
328000.0,163.0,2,1,1,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.243615,-45.970006,0.3193,0.3364,0.2935,-0.107
279000.0,1002.0,0,0,0,terreno,São Geraldo,ZM2,Pouso Alegre,MG,-22.235164,-45.944416,0.4953,0.3063,0.3347,-0.0194
171000.0,48.0,2,2,0,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.224513,-45.968021,0.3645,0.5752,0.3751,0.0144
642000.0,264.0,2,1,2,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.226875,-45.970135,0.2535,0.501,0.3816,-0.2484
479000.0,107.0,2,2,0,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.224698,-45.970748,0.4231,0.4425,0.2823,0.0576
402000.0,120.0,1,1,2,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.205773,-45.977878,0.4255,0.4779,0.4923,-0.1843
178000.0,84.0,2,2,1,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.254982,-45.958835,0.2073,0.3941,0.298,-0.1038
469000.0,95.0,2,2,3,casa_condominio,Santa Luzia,ZMV,Pouso Alegre,MG,-22.23312,-45.947425,0.661,0.4004,0.4261,-0.1928
222000.0,90.0,2,1,1,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.240619,-45.94829,0.6868,0.3474,0.2877,-0.2161
1011000.0,171.0,4,4,1,casa_condominio,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236069,-45.943989,0.5827,0.7612,0.3224,-0.2374
1554000.0,340.0,0,1,0,comercial,Centro,ZMC,Pouso Alegre,MG,-22.230546,-45.949264,0.3764,0.2389,0.5243,0.0431
745000.0,140.0,3,3,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.231889,-45.943418,0.4231,0.3859,0.5375,-0.1413
492000.0,123.0,0,1,0,comercial,Parque das Acácias,ZM,Pouso Alegre,MG,-22.232574,-45.967854,0.2984,0.5595,0.4869,0.0802
839000.0,180.0,4,3,2,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.254335,-45.953587,0.4159,0.1938,0.3045,-0.1234
397000.0,97.0,4,4,2,casa_condominio,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.207713,-45.942689,0.2653,0.3211,0.2323,0.0915
571000.0,470.0,0,1,0,comercial,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.247458,-45.957903,0.3765,0.352,0.3774,0.0694
601000.0,100.0,3,3,1,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.20816,-45.946261,0.7318,0.3567,0.2404,-0.0968
608000.0,229.0,3,2,0,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.244557,-45.947878,0.3073,0.6066,0.2415,0.0027
186000.0,62.0,2,1,1,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.219778,-45.951237,0.2061,0.3513,0.3412,-0.1024
568000.0,126.0,2,2,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.251533,-45.967966,0.3967,0.3895,0.1741,0.0378
641000.0,154.0,2,1,2,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.223213,-45.967185,0.4495,0.5677,0.5342,-0.1202
318000.0,171.0,3,2,1,casa,São Geraldo,ZM2,Pouso Alegre,MG,-22.239453,-45.946375,0.6612,0.2829,0.4007,0.0115
123000.0,82.0,0,1,4,comercial,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.247183,-45.964427,0.2276,0.2379,0.4542,-0.0021
685000.0,236.0,2,1,1,casa,Bela Vista,ZM,Pouso Alegre,MG,-22.223113,-45.965359,0.6872,0.5833,0.178,-0.0816
431000.0,125.0,3,3,2,casa_condominio,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.213349,-45.943059,0.6309,0.3232,0.3068,-0.1657
178000.0,83.0,1,1,1,apartamento,Novo Horizonte,ZEU,Pouso Alegre,MG,-22.218412,-45.968949,0.4451,0.4735,0.522,-0.0757
803000.0,279.0,3,2,2,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.239606,-45.949007,0.3604,0.2696,0.1563,-0.083
414000.0,184.0,3,2,2,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.231254,-45.948437,0.7906,0.3639,0.5479,0.0555
318000.0,88.0,3,3,1,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.217244,-45.958022,0.7795,0.3926,0.2281,-0.2297
241000.0,80.0,4,4,3,casa_condominio,Parque das Acácias,ZM,Pouso Alegre,MG,-22.225729,-45.97396,0.6469,0.2753,0.206,-0.0128
279000.0,81.0,3,3,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.219874,-45.9611,0.7164,0.2877,0.4587,-0.1176
104000.0,60.0,3,2,2,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.245765,-45.952249,0.4556,0.2561,0.1856,-0.1117
316000.0,62.0,2,1,1,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.218648,-45.94011,0.7201,0.2879,0.3147,-0.1088
230000.0,79.0,4,3,2,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.236562,-45.933209,0.8009,0.6496,0.2658,0.0286
409000.0,112.0,1,1,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.227339,-45.933429,0.3228,0.3053,0.4887,-0.1103
862000.0,220.0,2,2,1,casa_condominio,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.216721,-45.937048,0.2993,0.3614,0.1702,0.0536
487000.0,131.0,1,1,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.249959,-45.966019,0.4329,0.2129,0.4479,0.0372
740000.0,158.0,1,1,1,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.225893,-45.975471,0.6074,0.4997,0.5153,-0.1636
499000.0,102.0,2,2,1,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.203065,-45.947501,0.753,0.2088,0.4053,-0.0841
732000.0,195.0,4,3,0,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.23299,-45.971324,0.4048,0.4634,0.2705,0.0196
588000.0,265.0,4,3,2,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.217689,-45.935858,0.6899,0.1761,0.1721,-0.1281
704000.0,151.0,4,3,2,casa,Centro,ZMC,Pouso Alegre,MG,-22.23691,-45.950659,0.8065,0.3597,0.2364,-0.064
536000.0,88.0,1,1,2,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.241627,-45.946816,0.7163,0.331,0.3405,-0.0927
1285000.0,275.0,2,2,2,casa_condominio,Centro,ZMC,Pouso Alegre,MG,-22.235063,-45.947367,0.4099,0.3377,0.5188,-0.1337
162000.0,50.0,2,1,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.224703,-45.962646,0.7424,0.5228,0.4598,-0.0292
614000.0,266.0,4,3,1,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.225948,-45.976099,0.3589,0.5829,0.2543,-0.1963
543000.0,154.0,3,3,2,apartamento,Santa Luzia,ZMV,Pouso Alegre,MG,-22.237459,-45.935536,0.4426,0.5128,0.4256,0.0684
373000.0,123.0,2,1,1,casa,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.214648,-45.947881,0.2785,0.3924,0.4199,-0.0111
514000.0,89.0,3,2,0,apartamento,Centro,ZMC,Pouso Alegre,MG,-22.22964,-45.954477,0.9032,0.5197,0.3497,-0.0331
497000.0,201.0,3,2,2,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.247182,-45.944917,0.8329,0.4436,0.3474,-0.0861
197000.0,91.0,1,1,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.206504,-45.954261,0.2402,0.487,0.1629,-0.0505
315000.0,96.0,2,1,0,casa,Parque das Acácias,ZM,Pouso Alegre,MG,-22.224538,-45.981605,0.6173,0.5868,0.5123,-0.0749
498000.0,159.0,3,2,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.236678,-45.947337,0.6442,0.6048,0.3607,-0.0263
342000.0,85.0,2,2,2,apartamento,Jardim Panorama,ZM1,Pouso Alegre,MG,-22.207206,-45.946381,0.3799,0.3268,0.5124,0.0295
446000.0,180.0,2,1,1,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.237609,-45.959503,0.2451,0.4366,0.2823,-0.2055
280000.0,93.0,1,1,2,apartamento,Parque das Acácias,ZM,Pouso Alegre,MG,-22.228208,-45.970844,0.2619,0.4509,0.26,-0.2273
140000.0,42.0,3,2,0,apartamento,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.255423,-45.957937,0.1689,0.1739,0.4711,0.0626
411000.0,258.0,4,3,0,casa,Jardim São Paulo,ZEIS,Pouso Alegre,MG,-22.253081,-45.970972,0.2723,0.2806,0.5313,-0.0771
302000.0,83.0,3,2,0,apartamento,Bairro Industrial,ZEU,Pouso Alegre,MG,-22.215039,-45.943666,0.4961,0.3976,0.3942,0.0218
453000.0,143.0,2,2,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.242908,-45.959755,0.6269,0.6013,0.3156,-0.1882
119000.0,401.0,0,0,0,terreno,Santa Luzia,ZMV,Pouso Alegre,MG,-22.240805,-45.939838,0.8,0.7479,0.4552,0.0896
472000.0,106.0,1,1,0,apartamento,Bela Vista,ZM,Pouso Alegre,MG,-22.214873,-45.961586,0.6582,0.6391,0.4459,-0.2237
603000.0,219.0,3,2,1,casa,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.240669,-45.951338,0.5293,0.3928,0.2378,-0.0876
683000.0,153.0,3,3,1,apartamento,São Geraldo,ZM2,Pouso Alegre,MG,-22.244008,-45.958373,0.7063,0.2234,0.2532,-0.0075
239000.0,79.0,4,3,1,casa,Santa Luzia,ZMV,Pouso Alegre,MG,-22.234718,-45.938773,0.5742,0.673,0.284,0.046
572000.0,239.0,0,1,1,comercial,Centro,ZMC,Pouso Alegre,MG,-22.233202,-45.949354,0.3308,0.3863,0.2111,-0.0094
193000.0,65.0,2,2,1,apartamento,Vila Formosa,ZEIS,Pouso Alegre,MG,-22.244477,-45.946517,0.215,0.1212,0.2995,-0.022
