h3_id,slope_pct
88a8aca18bfffff,12.298
88a8aca18dfffff,10.69
88a8aca19dfffff,15.373
88a8aca1a1fffff,11.634
88a8aca1a3fffff,10.692
88a8aca1a5fffff,10.995
88a8aca1a7fffff,10.519
88a8aca1a9fffff,11.926
88a8aca1abfffff,9.125
88a8aca1adfffff,10.138
88a8aca1b1fffff,9.248
88a8aca1b5fffff,10.537
88a8aca1b7fffff,6.186
88a8aca1b9fffff,13.559
88a8aca1bdfffff,9.748
88a8aca1c1fffff,26.711
88a8aca1c3fffff,17.428
88a8aca1c5fffff,24.519
88a8aca1c7fffff,25.145
88a8aca1c9fffff,26.157
88a8aca1cbfffff,28.547
88a8aca1cdfffff,14.39
88a8aca1d1fffff,16.586
88a8aca1d5fffff,11.192
88a8aca1d7fffff,12.403
88a8aca1ddfffff,11.518
88a8aca1e1fffff,8.577
88a8aca1e3fffff,10.898
88a8aca1e5fffff,8.44
88a8aca1e7fffff,8.51
88a8aca1e9fffff,9.856
88a8aca1ebfffff,11.65
88a8aca1edfffff,14.207
88a8aca201fffff,3.957
88a8aca203fffff,10.521
88a8aca205fffff,6.187
88a8aca207fffff,7.995
88a8aca209fffff,7.856
88a8aca20bfffff,6.238
88a8aca20dfffff,9.63
88a8aca211fffff,9.309
88a8aca213fffff,12.011
88a8aca215fffff,8.79
88a8aca217fffff,8.801
88a8aca219fffff,10.432
88a8aca21bfffff,20.099
88a8aca21dfffff,10.093
88a8aca221fffff,5.632
88a8aca223fffff,10.523
88a8aca225fffff,4.201
88a8aca227fffff,7.211
88a8aca229fffff,9.262
88a8aca22bfffff,5.732
88a8aca22dfffff,8.315
88a8aca231fffff,10.561
88a8aca233fffff,15.555
88a8aca235fffff,9.048
88a8aca237fffff,10.13
88a8aca239fffff,9.775
88a8aca23bfffff,14.467
88a8aca23dfffff,12.808
88a8aca241fffff,18.712
88a8aca243fffff,9.577
88a8aca245fffff,10.796
88a8aca247fffff,10.139
88a8aca249fffff,28.45
88a8aca24bfffff,18.417
88a8aca24dfffff,20.798
88a8aca251fffff,8.902
88a8aca253fffff,5.326
88a8aca255fffff,10.551
88a8aca257fffff,6.609
88a8aca259fffff,8.15
88a8aca25bfffff,9.148
88a8aca25dfffff,8.897
88a8aca261fffff,11.624
88a8aca263fffff,9.913
88a8aca265fffff,6.436
88a8aca267fffff,9.788
88a8aca269fffff,11.3
88a8aca26bfffff,9.139
88a8aca26dfffff,9.562
88a8aca2a9fffff,34.73
88a8aca2adfffff,42.137
88a8aca2c1fffff,17.649
88a8aca2c5fffff,9.987
88a8aca2c7fffff,22.9
88a8aca2cdfffff,21.044
88a8aca2e1fffff,24.622
88a8aca2e3fffff,48.336
88a8aca2e5fffff,36.488
88a8aca2e7fffff,51.968
88a8aca2e9fffff,11.305
88a8aca2ebfffff,16.627
88a8aca2edfffff,15.682
88a8aca301fffff,10.19
88a8aca303fffff,6.893
88a8aca305fffff,9.317
88a8aca307fffff,11.956
88a8aca309fffff,8.532
88a8aca30bfffff,8.518
88a8aca30dfffff,13.307
88a8aca311fffff,2.265
88a8aca313fffff,10.758
88a8aca315fffff,3.999
88a8aca317fffff,10.26
88a8aca319fffff,7.568
88a8aca31bfffff,7.571
88a8aca31dfffff,8.061
88a8aca321fffff,5.956
88a8aca323fffff,9.822
88a8aca325fffff,2.621
88a8aca327fffff,2.353
88a8aca329fffff,7.868
88a8aca32bfffff,10.232
88a8aca32dfffff,6.946
88a8aca331fffff,1.927
88a8aca333fffff,13.206
88a8aca335fffff,2.614
88a8aca337fffff,9.183
88a8aca339fffff,4.695
88a8aca33bfffff,10.6
88a8aca33dfffff,9.943
88a8aca341fffff,9.187
88a8aca343fffff,10.338
88a8aca345fffff,10.58
88a8aca347fffff,13.513
88a8aca349fffff,12.365
88a8aca34bfffff,8.902
88a8aca34dfffff,13.022
88a8aca351fffff,7.512
88a8aca353fffff,8.627
88a8aca355fffff,8.223
88a8aca357fffff,9.214
88a8aca359fffff,8.023
88a8aca35bfffff,7.37
88a8aca35dfffff,9.539
88a8aca361fffff,11.889
88a8aca363fffff,14.594
88a8aca365fffff,7.525
88a8aca367fffff,8.201
88a8aca369fffff,12.506
88a8aca36bfffff,14.726
88a8aca36dfffff,9.807
88a8aca801fffff,6.804
88a8aca803fffff,11.953
88a8aca809fffff,8.011
88a8aca80bfffff,13.19
88a8aca811fffff,10.511
88a8aca813fffff,10.549
88a8aca815fffff,13.293
88a8aca817fffff,11.747
88a8aca819fffff,11.812
88a8aca81bfffff,10.456
88a8aca81dfffff,13.295
88a8aca833fffff,2.178
88a8aca835fffff,3.67
88a8aca837fffff,2.004
88a8aca839fffff,6.668
88a8aca83bfffff,5.676
88a8aca851fffff,16.265
88a8aca853fffff,13.176
88a8aca855fffff,15.877
88a8aca857fffff,14.702
88a8aca859fffff,10.663
88a8aca85bfffff,15.67
88a8aca85dfffff,14.88
88a8aca8c1fffff,9.357
88a8aca8c3fffff,12.395
88a8aca8c5fffff,11.089
88a8aca8c7fffff,8.638
88a8aca8c9fffff,9.121
88a8aca8cbfffff,10.835
88a8aca8cdfffff,12.211
88a8aca8d1fffff,3.3
88a8aca8d9fffff,9.133
88a8aca8dbfffff,5.059
88a8aca8ddfffff,9.562
88a8aca8e1fffff,1.458
88a8aca8e5fffff,7.719
88a8aca8e9fffff,8.153
88a8aca8ebfffff,4.169
88a8aca8edfffff,2.033
88a8aca9cbfffff,1.701
88a8aca9ddfffff,1.696
88a8acaa03fffff,7.708
88a8acaa11fffff,15.151
88a8acaa13fffff,13.816
88a8acaa15fffff,11.451
88a8acaa17fffff,13.722
88a8acaa19fffff,4.462
88a8acaa1bfffff,21.34
88a8acaa1dfffff,5.182
88a8acaa31fffff,9.834
88a8acaa33fffff,16.953
88a8acaa37fffff,11.375
88a8acaa39fffff,8.48
88a8acaa3bfffff,10.586
88a8acaa3dfffff,2.086
88a8acaa43fffff,2.673
88a8acaa49fffff,6.832
88a8acaa4bfffff,2.376
88a8acaa51fffff,6.171
88a8acaa53fffff,2.365
88a8acaa55fffff,2.159
88a8acaa57fffff,2.079
88a8acaa59fffff,12.071
88a8acaa5bfffff,8.117
88a8acaa5dfffff,7.024
88a8acaa81fffff,10.788
88a8acaa83fffff,9.659
88a8acaa85fffff,12.307
88a8acaa87fffff,9.016
88a8acaa89fffff,15.329
88a8acaa8bfffff,13.394
88a8acaa8dfffff,16.636
88a8acaa91fffff,9.833
88a8acaa93fffff,9.518
88a8acaa95fffff,11.056
88a8acaa97fffff,11.033
88a8acaa99fffff,10.018
88a8acaa9bfffff,8.927
88a8acaa9dfffff,8.96
88a8acaaa1fffff,11.096
88a8acaaa3fffff,8.14
88a8acaaa5fffff,9.646
88a8acaaa7fffff,10.244
88a8acaaa9fffff,13.282
88a8acaaabfffff,8.977
88a8acaaadfffff,11.475
88a8acaab1fffff,8.24
88a8acaab3fffff,8.596
88a8acaab5fffff,7.928
88a8acaab7fffff,10.677
88a8acaab9fffff,8.76
88a8acaabbfffff,10.627
88a8acaabdfffff,8.739
88a8acaac1fffff,22.053
88a8acaac3fffff,17.833
88a8acaac5fffff,13.327
88a8acaac7fffff,20.373
88a8acaac9fffff,24.427
88a8acaacbfffff,26.702
88a8acaacdfffff,14.871
88a8acaad1fffff,10.121
88a8acaad3fffff,11.189
88a8acaad5fffff,14.834
88a8acaad7fffff,12.054
88a8acaad9fffff,13.152
88a8acaadbfffff,10.769
88a8acaaddfffff,11.297
88a8acaae1fffff,12.668
88a8acaae3fffff,12.676
88a8acaae5fffff,11.324
88a8acaae7fffff,13.459
88a8acaae9fffff,14.601
88a8acaaebfffff,17.597
88a8acaaedfffff,17.768
88a8acaf0dfffff,17.562
88a8acaf41fffff,11.066
88a8acaf43fffff,3.84
88a8acaf45fffff,7.739
88a8acaf47fffff,5.826
88a8acaf49fffff,10.152
88a8acaf4bfffff,7.915
88a8acaf4dfffff,9.442
88a8acaf5dfffff,10.163
88a8acaf61fffff,6.391
88a8acaf63fffff,12.423
88a8acaf65fffff,9.027
88a8acaf67fffff,13.078
88a8acaf69fffff,7.763
88a8acaf6bfffff,6.079
88a8acaf6dfffff,10.873
88a8acb001fffff,14.546
88a8acb003fffff,14.546
88a8acb005fffff,14.04
88a8acb007fffff,16.263
88a8acb009fffff,15.563
88a8acb00bfffff,18.159
88a8acb00dfffff,15.894
88a8acb011fffff,16.067
88a8acb013fffff,9.976
88a8acb015fffff,14.552
88a8acb017fffff,13.311
88a8acb019fffff,24.578
88a8acb01bfffff,13.37
88a8acb01dfffff,13.898
88a8acb021fffff,7.269
88a8acb023fffff,8.25
88a8acb025fffff,11.631
88a8acb027fffff,8.561
88a8acb029fffff,8.142
88a8acb02bfffff,9.285
88a8acb02dfffff,10.079
88a8acb031fffff,11.589
88a8acb033fffff,11.534
88a8acb035fffff,12.371
88a8acb037fffff,12.025
88a8acb039fffff,14.759
88a8acb03bfffff,10.423
88a8acb03dfffff,15.6
88a8acb041fffff,32.869
88a8acb043fffff,21.475
88a8acb045fffff,11.666
88a8acb047fffff,19.685
88a8acb04bfffff,49.503
88a8acb055fffff,29.284
88a8acb057fffff,40.038
88a8acb05dfffff,45.737
88a8acb061fffff,8.846
88a8acb063fffff,9.732
88a8acb065fffff,10.592
88a8acb067fffff,8.944
88a8acb069fffff,10.266
88a8acb06bfffff,11.001
88a8acb06dfffff,10.308
88a8acb081fffff,26.048
88a8acb085fffff,16.537
88a8acb087fffff,41.055
88a8acb08dfffff,15.815
88a8acb0a1fffff,19.61
88a8acb0a3fffff,29.33
88a8acb0a5fffff,16.076
88a8acb0a7fffff,29.824
88a8acb0a9fffff,19.697
88a8acb0abfffff,38.516
88a8acb0adfffff,21.336
88a8acb0b1fffff,13.803
88a8acb0b3fffff,11.487
88a8acb0b5fffff,12.093
88a8acb0b7fffff,11.042
88a8acb0b9fffff,43.008
88a8acb0bbfffff,39.685
88a8acb0bdfffff,42.221
88a8acb0c1fffff,45.04
88a8acb0c5fffff,20.114
88a8acb0c7fffff,16.365
88a8acb0cdfffff,34.426
88a8acb0e1fffff,8.019
88a8acb0e3fffff,15.375
88a8acb0e5fffff,7.451
88a8acb0e7fffff,13.464
88a8acb0e9fffff,13.748
88a8acb0ebfffff,9.486
88a8acb0edfffff,13.908
88a8acb101fffff,14.348
88a8acb103fffff,13.674
88a8acb105fffff,13.195
88a8acb107fffff,14.253
88a8acb109fffff,9.586
88a8acb10bfffff,11.049
88a8acb10dfffff,10.396
88a8acb111fffff,16.369
88a8acb113fffff,15.469
88a8acb115fffff,8.163
88a8acb117fffff,10.169
88a8acb119fffff,7.852
88a8acb11bfffff,17.338
88a8acb11dfffff,11.777
88a8acb121fffff,15.281
88a8acb123fffff,15.116
88a8acb125fffff,13.159
88a8acb127fffff,18.733
88a8acb129fffff,12.093
88a8acb12bfffff,15.536
88a8acb12dfffff,13.75
88a8acb131fffff,12.45
88a8acb133fffff,11.467
88a8acb135fffff,7.886
88a8acb137fffff,10.235
88a8acb139fffff,9.532
88a8acb13bfffff,10.781
88a8acb13dfffff,14.429
88a8acb141fffff,12.935
88a8acb143fffff,9.817
88a8acb145fffff,16.509
88a8acb147fffff,13.878
88a8acb149fffff,10.177
88a8acb14bfffff,11.706
88a8acb14dfffff,13.726
88a8acb151fffff,8.163
88a8acb153fffff,7.402
88a8acb155fffff,9.043
88a8acb157fffff,11.074
88a8acb159fffff,9.694
88a8acb15bfffff,10.949
88a8acb15dfffff,10.956
88a8acb161fffff,16.533
88a8acb163fffff,17.224
88a8acb165fffff,17.715
88a8acb167fffff,15.177
88a8acb169fffff,13.412
88a8acb16bfffff,12.391
88a8acb16dfffff,13.874
88a8acb181fffff,8.903
88a8acb183fffff,11.168
88a8acb185fffff,9.51
88a8acb187fffff,10.398
88a8acb189fffff,9.51
88a8acb18bfffff,9.87
88a8acb18dfffff,9.984
88a8acb191fffff,14.073
88a8acb193fffff,15.646
88a8acb195fffff,11.867
88a8acb197fffff,12.555
88a8acb199fffff,7.175
88a8acb19bfffff,19.628
88a8acb19dfffff,12.649
88a8acb1a1fffff,13.804
88a8acb1a3fffff,12.75
88a8acb1a5fffff,19.896
88a8acb1a7fffff,18.657
88a8acb1a9fffff,11.986
88a8acb1abfffff,11.426
88a8acb1adfffff,12.899
88a8acb1b1fffff,10.765
88a8acb1b3fffff,10.415
88a8acb1b5fffff,12.264
88a8acb1b7fffff,10.175
88a8acb1b9fffff,12.215
88a8acb1bbfffff,10.194
88a8acb1bdfffff,11.999
88a8acb1c1fffff,10.974
88a8acb1c3fffff,13.328
88a8acb1c5fffff,16.123
88a8acb1c7fffff,11.188
88a8acb1c9fffff,11.106
88a8acb1cbfffff,10.812
88a8acb1cdfffff,14.019
88a8acb1d1fffff,11.822
88a8acb1d3fffff,7.718
88a8acb1d5fffff,16.492
88a8acb1d7fffff,10.387
88a8acb1d9fffff,12.502
88a8acb1dbfffff,9.554
88a8acb1ddfffff,17.383
88a8acb1e1fffff,10.429
88a8acb1e3fffff,14.051
88a8acb1e5fffff,12.591
88a8acb1e7fffff,12.46
88a8acb1e9fffff,14.758
88a8acb1ebfffff,11.323
88a8acb1edfffff,9.614
88a8acb307fffff,12.879
88a8acb311fffff,10.304
88a8acb313fffff,13.508
88a8acb317fffff,8.166
88a8acb323fffff,10.688
88a8acb327fffff,11.762
88a8acb32bfffff,9.897
88a8acb331fffff,11.601
88a8acb333fffff,9.209
88a8acb335fffff,9.421
88a8acb337fffff,12.603
88a8acb33bfffff,9.557
88a8acb33dfffff,13.912
88a8acb521fffff,19.37
88a8acb523fffff,35.0
88a8acb525fffff,18.932
88a8acb527fffff,27.307
88a8acb529fffff,8.48
88a8acb52dfffff,8.457
88a8acb565fffff,10.669
88a8acb567fffff,10.085
88a8acb56dfffff,31.565
88a8acb803fffff,16.828
88a8acb809fffff,5.924
88a8acb80bfffff,13.142
88a8acb811fffff,12.356
88a8acb813fffff,13.157
88a8acb815fffff,10.791
88a8acb817fffff,14.614
88a8acb819fffff,10.606
88a8acb81bfffff,9.495
88a8acb81dfffff,11.923
88a8acb833fffff,10.053
88a8acb839fffff,17.348
88a8acb83bfffff,10.598
88a8acb84bfffff,8.169
88a8acb851fffff,10.969
88a8acb853fffff,14.433
88a8acb855fffff,5.674
88a8acb857fffff,12.712
88a8acb859fffff,11.172
88a8acb85bfffff,13.214
88a8acb85dfffff,10.08
88a8acb881fffff,10.917
88a8acb883fffff,10.965
88a8acb885fffff,9.311
88a8acb887fffff,10.045
88a8acb889fffff,10.691
88a8acb88bfffff,13.318
88a8acb88dfffff,10.405
88a8acb891fffff,12.889
88a8acb893fffff,13.008
88a8acb895fffff,10.746
88a8acb897fffff,13.476
88a8acb899fffff,8.995
88a8acb89bfffff,11.036
88a8acb89dfffff,13.401
88a8acb8a1fffff,8.844
88a8acb8a3fffff,10.898
88a8acb8a5fffff,9.825
88a8acb8a7fffff,11.855
88a8acb8a9fffff,10.121
88a8acb8abfffff,10.485
88a8acb8adfffff,9.743
88a8acb8b1fffff,9.533
88a8acb8b3fffff,10.062
88a8acb8b5fffff,6.983
88a8acb8b7fffff,11.018
88a8acb8b9fffff,10.981
88a8acb8bbfffff,10.038
88a8acb8bdfffff,9.493
88a8acb8c1fffff,11.019
88a8acb8c3fffff,12.927
88a8acb8c5fffff,11.497
88a8acb8c7fffff,11.555
88a8acb8c9fffff,11.253
88a8acb8cbfffff,7.478
88a8acb8cdfffff,12.518
88a8acb8d1fffff,2.415
88a8acb8d3fffff,2.515
88a8acb8d5fffff,8.828
88a8acb8d7fffff,6.582
88a8acb8d9fffff,8.973
88a8acb8dbfffff,7.495
88a8acb8ddfffff,3.18
88a8acb8e1fffff,12.596
88a8acb8e3fffff,9.838
88a8acb8e5fffff,11.388
88a8acb8e7fffff,11.065
88a8acb8e9fffff,13.71
88a8acb8ebfffff,11.649
88a8acb8edfffff,11.737
88a8acb99bfffff,6.037
88a8acb9d3fffff,9.441
88a8acb9dbfffff,10.447
88a8acba03fffff,13.992
88a8acba07fffff,17.253
88a8acba0bfffff,10.905
88a8acba11fffff,10.905
88a8acba13fffff,10.098
88a8acba15fffff,11.583
88a8acba17fffff,11.893
88a8acba19fffff,13.421
88a8acba1bfffff,12.724
88a8acba1dfffff,11.705
88a8acba23fffff,7.4
88a8acba2bfffff,6.406
88a8acba31fffff,10.861
88a8acba33fffff,12.18
88a8acba35fffff,12.733
88a8acba37fffff,8.998
88a8acba39fffff,12.696
88a8acba3bfffff,11.454
88a8acba3dfffff,13.427
88a8acba51fffff,13.185
88a8acba53fffff,16.381
88a8acba57fffff,11.834
88a8acba5bfffff,15.994
88a8acba81fffff,15.735
88a8acba83fffff,12.471
88a8acba85fffff,12.147
88a8acba87fffff,14.431
88a8acba89fffff,13.842
88a8acba8bfffff,13.425
88a8acba8dfffff,11.613
88a8acba91fffff,20.254
88a8acba93fffff,8.836
88a8acba95fffff,11.413
88a8acba97fffff,10.984
88a8acba99fffff,18.743
88a8acba9bfffff,17.648
88a8acba9dfffff,11.689
88a8acbaa1fffff,17.035
88a8acbaa3fffff,8.565
88a8acbaa5fffff,15.901
88a8acbaa7fffff,9.642
88a8acbaa9fffff,16.643
88a8acbaabfffff,10.794
88a8acbaadfffff,17.074
88a8acbab1fffff,11.567
88a8acbab3fffff,8.111
88a8acbab5fffff,7.35
88a8acbab7fffff,7.94
88a8acbab9fffff,12.035
88a8acbabbfffff,8.764
88a8acbabdfffff,11.188
88a8acbac1fffff,11.124
88a8acbac3fffff,12.494
88a8acbac5fffff,10.686
88a8acbac7fffff,10.876
88a8acbac9fffff,16.167
88a8acbacbfffff,11.448
88a8acbacdfffff,16.581
88a8acbad1fffff,14.023
88a8acbad3fffff,13.66
88a8acbad5fffff,14.283
88a8acbad7fffff,13.834
88a8acbad9fffff,13.324
88a8acbadbfffff,14.467
88a8acbaddfffff,11.308
88a8acbae1fffff,11.273
88a8acbae3fffff,11.178
88a8acbae5fffff,13.167
88a8acbae7fffff,15.968
88a8acbae9fffff,10.829
88a8acbaebfffff,9.026
88a8acbaedfffff,11.671
