h3_id,date,ndvi,ndbi,bai,cloud_pct
88a8aca009fffff,2026-05-05,0.5231,-0.1995,,0.2
88a8aca009fffff,2026-06-19,0.4934,-0.1853,,0.6
88a8aca009fffff,2026-07-09,0.4879,-0.1735,,0.0
88a8aca009fffff,2026-08-18,0.4672,-0.1289,,0.0
88a8aca00bfffff,2026-03-28,0.5425,-0.2191,,2.4
88a8aca00bfffff,2026-04-20,0.5413,-0.2345,,0.4
88a8aca00bfffff,2026-05-05,0.5253,-0.2164,,0.2
88a8aca00bfffff,2026-06-19,0.4985,-0.2095,,0.6
88a8aca00bfffff,2026-07-09,0.5011,-0.2065,,0.0
88a8aca00bfffff,2026-08-18,0.4947,-0.184,,0.0
88a8aca00dfffff,2026-03-28,0.5582,-0.2277,,2.4
88a8aca00dfffff,2026-04-20,0.553,-0.2403,,0.4
88a8aca00dfffff,2026-05-05,0.5247,-0.2073,,0.2
88a8aca00dfffff,2026-06-19,0.4797,-0.1753,,0.6
88a8aca00dfffff,2026-07-09,0.4729,-0.1575,,0.0
88a8aca00dfffff,2026-08-18,0.4408,-0.0988,,0.0
88a8aca01dfffff,2026-03-28,0.5392,-0.2111,,2.4
88a8aca01dfffff,2026-04-20,0.5408,-0.2308,,0.4
88a8aca01dfffff,2026-05-05,0.5264,-0.2151,,0.2
88a8aca01dfffff,2026-06-19,0.5013,-0.2102,,0.6
88a8aca01dfffff,2026-07-09,0.5044,-0.2055,,0.0
88a8aca01dfffff,2026-08-18,0.4995,-0.1879,,0.0
88a8aca021fffff,2026-03-28,0.4974,-0.1462,,2.4
88a8aca021fffff,2026-04-17,0.4742,-0.1362,,0.1
88a8aca021fffff,2026-05-05,0.4573,-0.1105,,0.2
88a8aca021fffff,2026-06-19,0.3847,-0.0519,,0.1
88a8aca021fffff,2026-07-29,0.3148,0.0203,,0.0
88a8aca021fffff,2026-08-18,0.2986,0.044,,0.0
88a8aca023fffff,2026-03-28,0.5461,-0.2044,,2.4
88a8aca023fffff,2026-04-20,0.5335,-0.2084,,0.4
88a8aca023fffff,2026-05-05,0.5076,-0.1686,,0.2
88a8aca023fffff,2026-06-19,0.4516,-0.124,,0.6
88a8aca023fffff,2026-07-09,0.4402,-0.1033,,0.0
88a8aca023fffff,2026-08-18,0.4037,-0.0434,,0.0
88a8aca025fffff,2026-03-28,0.5264,-0.1979,,2.4
88a8aca025fffff,2026-04-17,0.5131,-0.1957,,0.1
88a8aca025fffff,2026-05-05,0.4832,-0.1558,,0.2
88a8aca025fffff,2026-06-19,0.4143,-0.1085,,0.1
88a8aca025fffff,2026-07-29,0.3337,-0.0174,,0.0
88a8aca025fffff,2026-08-18,0.3226,0.0104,,0.0
88a8aca027fffff,2026-03-28,0.4937,-0.1386,,2.4
88a8aca027fffff,2026-04-17,0.4849,-0.144,,0.1
88a8aca027fffff,2026-05-05,0.4655,-0.1182,,0.2
88a8aca027fffff,2026-06-19,0.4145,-0.0914,,0.1
88a8aca027fffff,2026-07-29,0.3573,-0.0256,,0.0
88a8aca027fffff,2026-08-18,0.3615,-0.0117,,0.0
88a8aca029fffff,2026-03-28,0.5429,-0.2311,,2.4
88a8aca029fffff,2026-04-17,0.5129,-0.218,,0.1
88a8aca029fffff,2026-05-05,0.513,-0.2145,,0.2
88a8aca029fffff,2026-06-19,0.4775,-0.2067,,0.1
88a8aca029fffff,2026-07-29,0.4551,-0.1689,,0.0
88a8aca029fffff,2026-08-18,0.4565,-0.1591,,0.0
88a8aca02bfffff,2026-03-28,0.5422,-0.199,,2.4
88a8aca02bfffff,2026-04-20,0.537,-0.2164,,0.4
88a8aca02bfffff,2026-05-05,0.5049,-0.1777,,0.2
88a8aca02bfffff,2026-06-19,0.4554,-0.1351,,0.6
88a8aca02bfffff,2026-07-09,0.4426,-0.1128,,0.0
88a8aca02bfffff,2026-08-18,0.3857,-0.0291,,0.0
88a8aca02dfffff,2026-03-28,0.5271,-0.1987,,2.4
88a8aca02dfffff,2026-04-17,0.5045,-0.1938,,0.1
88a8aca02dfffff,2026-05-05,0.495,-0.1817,,0.2
88a8aca02dfffff,2026-06-19,0.4587,-0.1718,,0.1
88a8aca02dfffff,2026-07-29,0.4312,-0.1319,,0.0
88a8aca02dfffff,2026-08-18,0.4343,-0.1252,,0.0
88a8aca031fffff,2026-03-28,0.534,-0.1864,,2.4
88a8aca031fffff,2026-04-20,0.529,-0.1993,,0.4
88a8aca031fffff,2026-05-05,0.4968,-0.1551,,0.2
88a8aca031fffff,2026-06-19,0.4155,-0.0804,,0.6
88a8aca031fffff,2026-07-09,0.3988,-0.0563,,0.0
88a8aca031fffff,2026-08-18,0.3313,0.0242,,0.0
88a8aca033fffff,2026-03-28,0.5157,-0.1591,,2.4
88a8aca033fffff,2026-04-20,0.504,-0.1616,,0.4
88a8aca033fffff,2026-05-05,0.4677,-0.1098,,0.2
88a8aca033fffff,2026-06-19,0.3961,-0.0501,,0.6
88a8aca033fffff,2026-07-09,0.3887,-0.0355,,0.0
88a8aca033fffff,2026-08-18,0.3384,0.0266,,0.0
88a8aca035fffff,2026-03-28,0.5404,-0.1957,,2.4
88a8aca035fffff,2026-04-20,0.5345,-0.2087,,0.4
88a8aca035fffff,2026-05-05,0.5097,-0.1749,,0.2
88a8aca035fffff,2026-06-19,0.4505,-0.1217,,0.6
88a8aca035fffff,2026-07-09,0.4321,-0.1004,,0.0
88a8aca035fffff,2026-08-18,0.3709,-0.0256,,0.0
88a8aca037fffff,2026-03-28,0.5273,-0.1767,,2.4
88a8aca037fffff,2026-04-20,0.5067,-0.1722,,0.4
88a8aca037fffff,2026-05-05,0.4706,-0.1169,,0.2
88a8aca037fffff,2026-06-19,0.3944,-0.0521,,0.6
88a8aca037fffff,2026-07-09,0.3937,-0.0496,,0.0
88a8aca037fffff,2026-08-18,0.3532,0.013,,0.0
88a8aca039fffff,2026-03-28,0.5427,-0.2089,,2.4
88a8aca039fffff,2026-04-20,0.5324,-0.2148,,0.4
88a8aca039fffff,2026-05-05,0.4947,-0.1656,,0.2
88a8aca039fffff,2026-06-19,0.4096,-0.0813,,0.6
88a8aca039fffff,2026-07-09,0.3836,-0.0463,,0.0
88a8aca039fffff,2026-08-18,0.3191,0.0271,,0.0
88a8aca03dfffff,2026-03-28,0.5413,-0.2053,,2.4
88a8aca03dfffff,2026-04-20,0.541,-0.2194,,0.4
88a8aca03dfffff,2026-05-05,0.5203,-0.1898,,0.2
88a8aca03dfffff,2026-06-19,0.4788,-0.1611,,0.6
88a8aca03dfffff,2026-07-09,0.4722,-0.1446,,0.0
88a8aca03dfffff,2026-08-18,0.4461,-0.0924,,0.0
88a8aca041fffff,2026-03-28,0.5042,-0.1609,,2.4
88a8aca041fffff,2026-04-20,0.4931,-0.173,,0.4
88a8aca041fffff,2026-05-05,0.4623,-0.1262,,0.2
88a8aca041fffff,2026-06-19,0.3914,-0.0679,,0.6
88a8aca041fffff,2026-07-09,0.3757,-0.0445,,0.0
88a8aca041fffff,2026-08-18,0.3372,0.0131,,0.0
88a8aca043fffff,2026-03-28,0.5428,-0.1897,,2.4
88a8aca043fffff,2026-04-20,0.5343,-0.1985,,0.4
88a8aca043fffff,2026-05-05,0.5021,-0.1576,,0.2
88a8aca043fffff,2026-06-19,0.4521,-0.1246,,0.6
88a8aca043fffff,2026-07-09,0.4299,-0.0987,,0.0
88a8aca043fffff,2026-08-18,0.3837,-0.0296,,0.0
88a8aca045fffff,2026-03-28,0.5147,-0.1703,,2.4
88a8aca045fffff,2026-04-20,0.5007,-0.1729,,0.4
88a8aca045fffff,2026-05-05,0.4715,-0.1268,,0.2
88a8aca045fffff,2026-06-19,0.4054,-0.0759,,0.6
88a8aca045fffff,2026-07-09,0.391,-0.0576,,0.0
88a8aca045fffff,2026-08-18,0.359,0.0073,,0.0
88a8aca047fffff,2026-03-28,0.5385,-0.1929,,2.4
88a8aca047fffff,2026-04-20,0.5293,-0.203,,0.4
88a8aca047fffff,2026-05-05,0.5004,-0.1613,,0.2
88a8aca047fffff,2026-06-19,0.4356,-0.1184,,0.6
88a8aca047fffff,2026-07-09,0.4214,-0.0942,,0.0
88a8aca047fffff,2026-08-18,0.3926,-0.0322,,0.0
88a8aca049fffff,2026-03-28,0.4891,-0.141,,2.4
88a8aca049fffff,2026-04-20,0.4705,-0.1438,,0.4
88a8aca049fffff,2026-05-05,0.444,-0.1056,,0.2
88a8aca049fffff,2026-06-19,0.3778,-0.0596,,0.6
88a8aca049fffff,2026-07-09,0.3718,-0.0462,,0.0
88a8aca049fffff,2026-08-18,0.3435,0.0028,,0.0
88a8aca04bfffff,2026-03-28,0.4879,-0.1378,,2.4
88a8aca04bfffff,2026-04-20,0.4677,-0.1381,,0.4
88a8aca04bfffff,2026-05-05,0.4543,-0.1098,,0.2
88a8aca04bfffff,2026-06-19,0.3995,-0.0737,,0.6
88a8aca04bfffff,2026-07-09,0.3759,-0.0467,,0.0
88a8aca04bfffff,2026-08-18,0.3343,0.0166,,0.0
88a8aca04dfffff,2026-03-28,0.4942,-0.1483,,2.4
88a8aca04dfffff,2026-04-20,0.4806,-0.151,,0.4
88a8aca04dfffff,2026-05-05,0.4551,-0.1111,,0.2
88a8aca04dfffff,2026-06-19,0.384,-0.0606,,0.6
88a8aca04dfffff,2026-07-09,0.3659,-0.0386,,0.0
88a8aca04dfffff,2026-08-18,0.3282,0.0152,,0.0
88a8aca051fffff,2026-03-28,0.5541,-0.2326,,2.4
88a8aca051fffff,2026-04-20,0.5575,-0.2504,,0.4
88a8aca051fffff,2026-05-05,0.5398,-0.2269,,0.2
88a8aca051fffff,2026-06-19,0.5128,-0.2147,,0.6
88a8aca051fffff,2026-07-09,0.5108,-0.2077,,0.0
88a8aca051fffff,2026-08-18,0.4974,-0.1791,,0.0
88a8aca055fffff,2026-03-28,0.5765,-0.24,,2.4
88a8aca055fffff,2026-04-20,0.5807,-0.2578,,0.4
88a8aca055fffff,2026-05-05,0.5588,-0.2303,,0.2
88a8aca055fffff,2026-06-19,0.5307,-0.217,,0.6
88a8aca055fffff,2026-07-09,0.5284,-0.2049,,0.0
88a8aca055fffff,2026-08-18,0.5089,-0.1702,,0.0
88a8aca057fffff,2026-03-28,0.548,-0.2254,,2.4
88a8aca057fffff,2026-04-20,0.5513,-0.2417,,0.4
88a8aca057fffff,2026-05-05,0.5379,-0.2254,,0.2
88a8aca057fffff,2026-06-19,0.515,-0.2191,,0.6
88a8aca057fffff,2026-07-09,0.5167,-0.2143,,0.0
88a8aca057fffff,2026-08-18,0.5049,-0.1876,,0.0
88a8aca059fffff,2026-03-28,0.5595,-0.2344,,2.4
88a8aca059fffff,2026-04-20,0.5611,-0.2476,,0.4
88a8aca059fffff,2026-05-05,0.5471,-0.228,,0.2
88a8aca059fffff,2026-06-19,0.5233,-0.2194,,0.6
88a8aca059fffff,2026-07-09,0.5178,-0.2073,,0.0
88a8aca059fffff,2026-08-18,0.4974,-0.1667,,0.0
88a8aca05bfffff,2026-03-28,0.5497,-0.229,,2.4
88a8aca05bfffff,2026-04-20,0.5473,-0.24,,0.4
88a8aca05bfffff,2026-05-05,0.5401,-0.2251,,0.2
88a8aca05bfffff,2026-06-19,0.5179,-0.2177,,0.6
88a8aca05bfffff,2026-07-09,0.5147,-0.2089,,0.0
88a8aca05bfffff,2026-08-18,0.5053,-0.1848,,0.0
88a8aca05dfffff,2026-03-28,0.568,-0.2303,,2.4
88a8aca05dfffff,2026-04-20,0.5633,-0.2401,,0.4
88a8aca05dfffff,2026-05-05,0.5133,-0.1801,,0.2
88a8aca05dfffff,2026-06-19,0.461,-0.141,,0.6
88a8aca05dfffff,2026-07-09,0.419,-0.0915,,0.0
88a8aca05dfffff,2026-08-18,0.3506,-0.0013,,0.0
88a8aca061fffff,2026-03-28,0.5125,-0.1632,,2.4
88a8aca061fffff,2026-04-17,0.4966,-0.1698,,0.1
88a8aca061fffff,2026-05-05,0.4652,-0.1209,,0.2
88a8aca061fffff,2026-06-19,0.3894,-0.0646,,0.1
88a8aca061fffff,2026-07-29,0.3436,-0.0064,,0.0
88a8aca061fffff,2026-08-18,0.3381,0.0186,,0.0
88a8aca063fffff,2026-03-28,0.535,-0.1969,,2.4
88a8aca063fffff,2026-04-20,0.5266,-0.2055,,0.4
88a8aca063fffff,2026-05-05,0.507,-0.1741,,0.2
88a8aca063fffff,2026-06-19,0.4524,-0.1356,,0.6
88a8aca063fffff,2026-07-09,0.4362,-0.1087,,0.0
88a8aca063fffff,2026-08-18,0.4043,-0.048,,0.0
88a8aca065fffff,2026-03-28,0.5334,-0.1902,,2.4
88a8aca065fffff,2026-04-17,0.5122,-0.1846,,0.1
88a8aca065fffff,2026-05-05,0.4972,-0.1594,,0.2
88a8aca065fffff,2026-06-19,0.4385,-0.1254,,0.1
88a8aca065fffff,2026-07-29,0.3773,-0.0499,,0.0
88a8aca065fffff,2026-08-18,0.3841,-0.0324,,0.0
88a8aca067fffff,2026-03-28,0.5501,-0.2301,,2.4
88a8aca067fffff,2026-04-17,0.5324,-0.2269,,0.1
88a8aca067fffff,2026-05-05,0.524,-0.217,,0.2
88a8aca067fffff,2026-06-19,0.4956,-0.2119,,0.1
88a8aca067fffff,2026-07-29,0.4694,-0.1727,,0.0
88a8aca067fffff,2026-08-18,0.468,-0.1597,,0.0
88a8aca069fffff,2026-03-28,0.4453,-0.0979,,2.4
88a8aca069fffff,2026-04-17,0.3868,-0.0598,,0.1
88a8aca069fffff,2026-05-05,0.4177,-0.0688,,0.2
88a8aca069fffff,2026-06-19,0.3048,0.0208,,0.1
88a8aca069fffff,2026-07-29,0.2612,0.066,,0.0
88a8aca069fffff,2026-08-18,0.2679,0.0692,,0.0
88a8aca06bfffff,2026-03-28,0.5044,-0.1575,,2.4
88a8aca06bfffff,2026-04-20,0.498,-0.1707,,0.4
88a8aca06bfffff,2026-05-05,0.4723,-0.1335,,0.2
88a8aca06bfffff,2026-06-19,0.4047,-0.0859,,0.6
88a8aca06bfffff,2026-07-09,0.3798,-0.0494,,0.0
88a8aca06bfffff,2026-08-18,0.3443,0.0123,,0.0
88a8aca06dfffff,2026-03-28,0.1588,0.0807,,2.4
88a8aca06dfffff,2026-04-17,0.154,0.0822,,0.1
88a8aca06dfffff,2026-05-05,0.1412,0.0954,,0.2
88a8aca06dfffff,2026-06-19,0.1446,0.0718,,0.1
88a8aca06dfffff,2026-07-29,0.1327,0.0942,,0.0
88a8aca06dfffff,2026-08-18,0.1329,0.0961,,0.0
88a8aca101fffff,2026-03-28,0.3027,0.0092,,2.4
88a8aca101fffff,2026-04-17,0.2983,-0.0011,,0.1
88a8aca101fffff,2026-05-05,0.2736,0.0173,,0.2
88a8aca101fffff,2026-06-19,0.2374,0.0378,,0.1
88a8aca101fffff,2026-07-29,0.2186,0.0603,,0.0
88a8aca101fffff,2026-08-18,0.2269,0.0609,,0.0
88a8aca103fffff,2026-03-28,0.4587,-0.1027,,2.4
88a8aca103fffff,2026-04-17,0.4413,-0.1032,,0.1
88a8aca103fffff,2026-05-05,0.4231,-0.0727,,0.2
88a8aca103fffff,2026-06-19,0.3614,-0.0323,,0.1
88a8aca103fffff,2026-07-29,0.3175,0.0166,,0.0
88a8aca103fffff,2026-08-18,0.3215,0.0298,,0.0
88a8aca105fffff,2026-03-28,0.322,-0.001,,2.4
88a8aca105fffff,2026-04-17,0.3072,-0.0022,,0.1
88a8aca105fffff,2026-05-05,0.3034,0.0113,,0.2
88a8aca105fffff,2026-06-19,0.2641,0.0151,,0.1
88a8aca105fffff,2026-07-29,0.2376,0.0545,,0.0
88a8aca105fffff,2026-08-18,0.2416,0.0687,,0.0
88a8aca107fffff,2026-03-28,0.5108,-0.1614,,2.4
88a8aca107fffff,2026-04-17,0.4987,-0.1651,,0.1
88a8aca107fffff,2026-05-05,0.4795,-0.1333,,0.2
88a8aca107fffff,2026-06-19,0.4102,-0.0912,,0.1
88a8aca107fffff,2026-07-29,0.3452,-0.0159,,0.0
88a8aca107fffff,2026-08-18,0.3378,0.0087,,0.0
88a8aca109fffff,2026-03-28,0.1274,0.1133,,2.4
88a8aca109fffff,2026-04-17,0.1251,0.1088,,0.1
88a8aca109fffff,2026-05-05,0.1207,0.1161,,0.2
88a8aca109fffff,2026-06-19,0.1141,0.0985,,0.1
88a8aca109fffff,2026-07-29,0.1064,0.1132,,0.0
88a8aca109fffff,2026-08-18,0.1086,0.1147,,0.0
88a8aca10bfffff,2026-03-28,0.2681,0.0164,,2.4
88a8aca10bfffff,2026-04-17,0.2688,0.0088,,0.1
88a8aca10bfffff,2026-05-05,0.2526,0.0253,,0.2
88a8aca10bfffff,2026-06-19,0.2245,0.0325,,0.1
88a8aca10bfffff,2026-07-29,0.2058,0.0664,,0.0
88a8aca10bfffff,2026-08-18,0.2068,0.0727,,0.0
88a8aca10dfffff,2026-03-28,0.1215,0.1018,,2.4
88a8aca10dfffff,2026-04-17,0.1218,0.0957,,0.1
88a8aca10dfffff,2026-05-05,0.1169,0.1042,,0.2
88a8aca10dfffff,2026-06-19,0.1137,0.0888,,0.1
88a8aca10dfffff,2026-07-29,0.1035,0.1041,,0.0
88a8aca10dfffff,2026-08-18,0.1042,0.1029,,0.0
88a8aca111fffff,2026-03-28,0.4315,-0.0916,,2.4
88a8aca111fffff,2026-04-17,0.4161,-0.0889,,0.1
88a8aca111fffff,2026-05-05,0.3881,-0.0632,,0.2
88a8aca111fffff,2026-06-19,0.3546,-0.0447,,0.1
88a8aca111fffff,2026-07-29,0.3105,0.0025,,0.0
88a8aca111fffff,2026-08-18,0.3117,0.0182,,0.0
88a8aca113fffff,2026-03-28,0.4441,-0.0984,,2.4
88a8aca113fffff,2026-04-17,0.4459,-0.104,,0.1
88a8aca113fffff,2026-05-05,0.4355,-0.0851,,0.2
88a8aca113fffff,2026-06-19,0.3978,-0.0692,,0.1
88a8aca113fffff,2026-07-29,0.35,-0.0179,,0.0
88a8aca113fffff,2026-08-18,0.3268,0.0157,,0.0
88a8aca115fffff,2026-03-28,0.5183,-0.1719,,2.4
88a8aca115fffff,2026-04-17,0.4976,-0.1678,,0.1
88a8aca115fffff,2026-05-05,0.4801,-0.1395,,0.2
88a8aca115fffff,2026-06-19,0.4052,-0.0921,,0.1
88a8aca115fffff,2026-07-29,0.3656,-0.0373,,0.0
88a8aca115fffff,2026-08-18,0.3699,-0.0229,,0.0
88a8aca117fffff,2026-03-28,0.4792,-0.1262,,2.4
88a8aca117fffff,2026-04-17,0.4699,-0.1272,,0.1
88a8aca117fffff,2026-05-05,0.4562,-0.1021,,0.2
88a8aca117fffff,2026-06-19,0.389,-0.0514,,0.1
88a8aca117fffff,2026-07-29,0.3361,0.0034,,0.0
88a8aca117fffff,2026-08-18,0.3334,0.0176,,0.0
88a8aca119fffff,2026-03-28,0.4532,-0.0888,,2.4
88a8aca119fffff,2026-04-17,0.4304,-0.0849,,0.1
88a8aca119fffff,2026-05-05,0.3521,-0.0473,,0.2
88a8aca119fffff,2026-06-19,0.3486,-0.0302,,0.1
88a8aca119fffff,2026-07-29,0.3053,0.0193,,0.0
88a8aca119fffff,2026-08-18,0.3135,0.0286,,0.0
88a8aca11bfffff,2026-03-28,0.5108,-0.1557,,2.4
88a8aca11bfffff,2026-04-17,0.4971,-0.1576,,0.1
88a8aca11bfffff,2026-05-05,0.4711,-0.1185,,0.2
88a8aca11bfffff,2026-06-19,0.3913,-0.0569,,0.1
88a8aca11bfffff,2026-07-29,0.3379,0.0036,,0.0
88a8aca11bfffff,2026-08-18,0.3394,0.0199,,0.0
88a8aca11dfffff,2026-03-28,0.2768,0.0194,,2.4
88a8aca11dfffff,2026-04-17,0.2514,0.0275,,0.1
88a8aca11dfffff,2026-05-05,0.2562,0.0307,,0.2
88a8aca11dfffff,2026-06-19,0.234,0.0291,,0.1
88a8aca11dfffff,2026-07-29,0.2148,0.0598,,0.0
88a8aca11dfffff,2026-08-18,0.2048,0.0689,,0.0
88a8aca121fffff,2026-03-28,0.3387,-0.0256,,2.4
88a8aca121fffff,2026-04-17,0.3358,-0.0239,,0.1
88a8aca121fffff,2026-05-05,0.3181,-0.003,,0.2
88a8aca121fffff,2026-06-19,0.2778,0.0247,,0.1
88a8aca121fffff,2026-07-29,0.2429,0.0607,,0.0
88a8aca121fffff,2026-08-18,0.2443,0.0657,,0.0
88a8aca123fffff,2026-03-28,0.4595,-0.1018,,2.4
88a8aca123fffff,2026-04-17,0.4485,-0.1038,,0.1
88a8aca123fffff,2026-05-05,0.4215,-0.0719,,0.2
88a8aca123fffff,2026-06-19,0.3341,-0.0071,,0.1
88a8aca123fffff,2026-07-29,0.2987,0.0387,,0.0
88a8aca123fffff,2026-08-18,0.2986,0.051,,0.0
88a8aca125fffff,2026-03-28,0.4497,-0.1091,,2.4
88a8aca125fffff,2026-04-17,0.4355,-0.109,,0.1
88a8aca125fffff,2026-05-05,0.4138,-0.072,,0.2
88a8aca125fffff,2026-06-19,0.3549,-0.0358,,0.1
88a8aca125fffff,2026-07-29,0.3081,0.0187,,0.0
88a8aca125fffff,2026-08-18,0.3226,0.0206,,0.0
88a8aca127fffff,2026-03-28,0.4907,-0.1325,,2.4
88a8aca127fffff,2026-04-17,0.4726,-0.1298,,0.1
88a8aca127fffff,2026-05-05,0.4438,-0.084,,0.2
88a8aca127fffff,2026-06-19,0.3547,-0.0231,,0.1
88a8aca127fffff,2026-07-29,0.3138,0.0276,,0.0
88a8aca127fffff,2026-08-18,0.3048,0.0532,,0.0
88a8aca129fffff,2026-03-28,0.2356,0.052,,2.4
88a8aca129fffff,2026-04-17,0.2418,0.0353,,0.1
88a8aca129fffff,2026-05-05,0.2357,0.0471,,0.2
88a8aca129fffff,2026-06-19,0.2095,0.0437,,0.1
88a8aca129fffff,2026-07-29,0.1948,0.0684,,0.0
88a8aca129fffff,2026-08-18,0.1961,0.0751,,0.0
88a8aca12bfffff,2026-03-28,0.5504,-0.2119,,2.4
88a8aca12bfffff,2026-04-17,0.5275,-0.2067,,0.1
88a8aca12bfffff,2026-05-05,0.5055,-0.1678,,0.2
88a8aca12bfffff,2026-06-19,0.4055,-0.0946,,0.1
88a8aca12bfffff,2026-07-29,0.3312,-0.0036,,0.0
88a8aca12bfffff,2026-08-18,0.3241,0.0222,,0.0
88a8aca12dfffff,2026-03-28,0.4276,-0.1049,,2.4
88a8aca12dfffff,2026-04-17,0.4321,-0.1141,,0.1
88a8aca12dfffff,2026-05-05,0.4188,-0.0874,,0.2
88a8aca12dfffff,2026-06-19,0.3726,-0.0647,,0.1
88a8aca12dfffff,2026-07-29,0.3447,-0.0243,,0.0
88a8aca12dfffff,2026-08-18,0.3517,-0.0163,,0.0
88a8aca131fffff,2026-03-28,0.57,-0.2296,,2.4
88a8aca131fffff,2026-04-17,0.5559,-0.2283,,0.1
88a8aca131fffff,2026-05-05,0.542,-0.2099,,0.2
88a8aca131fffff,2026-06-19,0.4826,-0.1717,,0.1
88a8aca131fffff,2026-07-29,0.4187,-0.1013,,0.0
88a8aca131fffff,2026-08-18,0.4024,-0.0658,,0.0
88a8aca133fffff,2026-03-28,0.4759,-0.1232,,2.4
88a8aca133fffff,2026-04-17,0.4591,-0.1062,,0.1
88a8aca133fffff,2026-05-05,0.429,-0.0603,,0.2
88a8aca133fffff,2026-06-19,0.3509,-0.0146,,0.1
88a8aca133fffff,2026-07-29,0.3124,0.0246,,0.0
88a8aca133fffff,2026-08-18,0.3287,0.0321,,0.0
88a8aca135fffff,2026-03-28,0.5468,-0.2011,,2.4
88a8aca135fffff,2026-04-17,0.5357,-0.2034,,0.1
88a8aca135fffff,2026-05-05,0.5129,-0.172,,0.2
88a8aca135fffff,2026-06-19,0.4392,-0.1202,,0.1
88a8aca135fffff,2026-07-29,0.3946,-0.0611,,0.0
88a8aca135fffff,2026-08-18,0.3966,-0.046,,0.0
88a8aca137fffff,2026-03-28,0.4234,-0.0486,,2.4
88a8aca137fffff,2026-04-17,0.4136,-0.0468,,0.1
88a8aca137fffff,2026-05-05,0.4031,-0.0405,,0.2
